date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:07:30	3533/3533	---M-Z	200	added ('OK')	application/javascript	etag:%2210aeba57b5cdd21:0%22	http://static.emol.cl/emol50/js/comentarios/jquery.fileupload-image.min.js	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/comentarios/jquery.fileupload-image.min.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:31	1105/1105	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2286f02179b5cdd21:0%22	http://static.emol.cl/emol50/js/comentarios/jquery.fileupload-audio.min.js	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/comentarios/jquery.fileupload-audio.min.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:31	31819/31819	---M-Z	200	added ('OK')	application/javascript	etag:%225ca5fd5ff251d11:0%22	http://static.emol.cl/emol50/js/comentarios/bootstrap.min.js	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/comentarios/bootstrap.min.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:31	1105/1105	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%224b203cbbb5cdd21:0%22	http://static.emol.cl/emol50/js/comentarios/jquery.fileupload-video.min.js	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/comentarios/jquery.fileupload-video.min.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:31	1298/1298	---M-Z	200	added ('OK')	application/javascript	etag:%2296cd9ce0b5cdd21:0%22	http://static.emol.cl/emol50/js/comentarios/jquery.fileupload-validate.min.js	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/comentarios/jquery.fileupload-validate.min.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:31	10965/10965	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%227052f5c1b0cdd21:0%22	http://static.emol.cl/emol50/js/comentarios/jquery.fileupload-ui.min.js	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/comentarios/jquery.fileupload-ui.min.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:31	812/812	---M-Z	200	added ('OK')	application/x-javascript	etag:%223d456b427d47d31:0%22	http://static.emol.cl/emol50/js/comentarios/main.min.js	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/comentarios/main.min.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:32	7540/7540	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22fe2afdd42769d31:0%22	http://static.emol.cl/emol50/js/comentarios/jquery.lightbox-comentarios.min.js?v=2	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/comentarios/jquery.lightbox-comentarios.min5e1f.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:35	16113/16113	---M--	200	added ('OK')	image/jpeg	etag:%224b4867b7ac6bd31:0%22	http://static.emol.cl/emol50/Fotos/Pandora/2017/12/02/file_20171202173247.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/Pandora/2017/12/02/file_20171202173247.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:36	28978/28978	---M--	200	added ('OK')	image/jpeg	etag:%22d49b5df83b6cd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/03/file_20171203103814_0lx0.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/03/file_20171203103814_0lx0.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:36	27349/27349	---M--	200	added ('OK')	image/jpeg	etag:%228943b3fe7c6bd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/02/file_20171202115111_0lx0.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/02/file_20171202115111_0lx0.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:36	4736/4736	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d6c5de7ee557d31:0%22	http://static.emol.cl/emol50/js/masComentados.js?v=3	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/masComentados30f4.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:37	2462/2462	---M--	200	added ('OK')	image/png	etag:%2243224ad42a5cf1:0%22	http://static.emol.cl/emol50/img/movil/icon_lupa_emol.png	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/img/movil/icon_lupa_emol.png	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:38	8200/8200	---M--	200	added ('OK')	image/jpeg	etag:%225e9ec186ee6bd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/03/file_20171203012352_120x75.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/03/file_20171203012352_120x75.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:39	8152/8152	---M--	200	added ('OK')	image/jpeg	etag:%22b808b9c326cd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/03/file_20171203093115_120x75.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/03/file_20171203093115_120x75.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:40	9993/9993	---M--	200	added ('OK')	image/jpeg	etag:%22399cc1fe7c6bd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/02/file_20171202115111_120x75.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/02/file_20171202115111_120x75.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:40	8740/8740	---M--	200	added ('OK')	image/jpeg	etag:%221bc1b74f9b6bd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/02/file_20171202152812_120x75.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/02/file_20171202152812_120x75.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:42	11425/11425	---M--	200	added ('OK')	image/jpeg	etag:%221fa3416acc6bd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/02/file_20171202211942_120x75.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/02/file_20171202211942_120x75.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:42	10338/10338	---M--	200	added ('OK')	image/jpeg	etag:%2233c635c2e06bd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/02/file_20171202234519_120x75.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/02/file_20171202234519_120x75.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:44	213979/213979	---M--	200	added ('OK')	image/jpeg	etag:%2224cfb5e64f6cd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/03/file_20171203130055.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/03/file_20171203130055.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:44	11489/11489	---M--	200	added ('OK')	image/jpeg	etag:%225ff61e66466cd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/03/file_20171203115253_120x75.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/03/file_20171203115253_120x75.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:44	9945/9945	---M--	200	added ('OK')	image/jpeg	etag:%223e14971c316cd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/03/file_20171203092030_120x75.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/03/file_20171203092030_120x75.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:46	12375/12375	---M--	200	added ('OK')	image/jpeg	etag:%227a7ad01a5b6bd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/02/file_20171202074835_120x75.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/02/file_20171202074835_120x75.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:46	9808/9808	---M--	200	added ('OK')	image/jpeg	etag:%229398375ed36bd31:0%22	http://static.emol.cl/emol50/Fotos/2017/12/02/file_20171202220928_120x75.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/2017/12/02/file_20171202220928_120x75.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:46	6090/6090	---M-Z	200	added ('OK')	application/javascript	etag:%22b5a21e4046c3d21:0%22	http://static.emol.cl/emol50/js/economicos300.js	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/economicos300.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:47	821/821	---M--	200	added ('OK')	image/png	etag:%22a4302d85757d01:0%22	http://static.emol.cl/emol50/img/logoEmolFooter16.png	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/img/logoEmolFooter16.png	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:47	1690/1690	---M--	200	added ('OK')	image/png	etag:%2290d6d6125757d01:0%22	http://static.emol.cl/emol50/img/logoElMercurioFooter16.png	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/img/logoElMercurioFooter16.png	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:47	11824/11824	---M-Z	200	added ('OK')	application/x-javascript	etag:%2246516d2de348d31:0%22	http://static.emol.cl/emol50/js/marcacionUniversal.js?v=2	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/marcacionUniversal5e1f.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:47	19371/19371	---M--	200	added ('OK')	image/png	etag:%2256b3815e-4bab%22	http://www.economicos.cl/nassets/img/logo_ecn.png	C:/Mis%20lugares%20Web/emol/www.economicos.cl/nassets/img/logo_ecn.png	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:48	100536/100536	---M--	200	added ('OK')	image/jpeg	etag:%225fa31b99ad6bd31:0%22	http://static.emol.cl/emol50/Fotos/Pandora/2017/12/02/file_20171202173906.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/Fotos/Pandora/2017/12/02/file_20171202173906.jpg	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:48	43/43	---M--	200	added ('OK')	image/gif	etag:%22221d8352905f2c38b3cb2bd191d630b0%22	https://d5nxst8fruw4z.cloudfront.net/atrk.gif?account=3Focj1a4ZP00Uw	C:/Mis%20lugares%20Web/emol/d5nxst8fruw4z.cloudfront.net/atrk22f4.gif	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:49	3725/3725	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Sep%202016%2004:33:45%20GMT	https://d31qbv1cthcecs.cloudfront.net/atrk.js	C:/Mis%20lugares%20Web/emol/d31qbv1cthcecs.cloudfront.net/atrk.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:49	26015/26015	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22853cfbb01249d31:0%22	http://static.emol.cl/emol50/js/rt_tag.ofs.js	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/js/rt_tag.ofs.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:51	213812/213812	---M-Z	200	added ('OK')	application/x-javascript	etag:%220be870b5d0fa23f3835b17746be29d96%22	http://connect.facebook.net/es_LA/sdk.js	C:/Mis%20lugares%20Web/emol/connect.facebook.net/es_LA/sdk.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:51	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:51%20GMT	http://static.emol.cl/img/bkg_input_search.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/bkg_input_search.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:51	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:51%20GMT	http://static.emol.cl/img/fondo_busqueda-web2009.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/fondo_busqueda-web2009.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:51	44154/44154	---MC-	200	added ('OK')	application/javascript	date:Sun,%2003%20Dec%202017%2018:07:50%20GMT	https://apis.google.com/js/plusone.js	C:/Mis%20lugares%20Web/emol/apis.google.com/js/plusone.js	(from http://www.emol.com/noticias/Nacional/2017/12/03/885860/Kast-llama-a-Pinera-a-avanzar-en-una-agenda-liberal-y-creer-mas-en-el-Estado.html)
15:07:52	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:52%20GMT	http://static.emol.cl/img/fondo_busqueda2008.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/fondo_busqueda2008.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:52	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:52%20GMT	http://static.emol.cl/img/fondo_busqueda-amarillas2009.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/fondo_busqueda-amarillas2009.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:52	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:52%20GMT	http://static.emol.cl/img/flecha_bulleft.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/flecha_bulleft.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:52	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:53%20GMT	http://static.emol.cl/img/fondoiconos.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/fondoiconos.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:53	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:53%20GMT	http://static.emol.cl/img/mgz_bar_buscar.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/mgz_bar_buscar.jpg	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:53	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:53%20GMT	http://static.emol.cl/img/mjr_menu_btm.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/mjr_menu_btm.jpg	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:53	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:53%20GMT	http://static.emol.cl/img/_cerrar.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/_cerrar.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:53	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:54%20GMT	http://static.emol.cl/img/bk_caja.png	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/bk_caja.png	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:54	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:54%20GMT	http://static.emol.cl/img/tab_caja.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/tab_caja.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:54	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:54%20GMT	http://static.emol.cl/img/gda_fondo.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/gda_fondo.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:54	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:54%20GMT	http://static.emol.cl/img/fondogolf.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/fondogolf.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:54	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:55%20GMT	http://static.emol.cl/img/img_bottom.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/img_bottom.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:54	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:55%20GMT	http://static.emol.cl/img/select.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/select.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:55	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:55%20GMT	http://static.emol.cl/img/home.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/home.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:55	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:55%20GMT	http://static.emol.cl/img/mujerN.gif	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/mujerN.gif	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:55	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Dec%202017%2018:07:55%20GMT	http://static.emol.cl/img/content_home.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/img/content_home.jpg	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:55	2750/2750	---M--	200	added ('OK')	image/jpeg	etag:%22cbaf91fbaf8dd01:0%22	http://static.emol.cl/emol50/img/bk_buscador_2015.jpg	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/img/bk_buscador_2015.jpg	(from http://static.emol.cl/emol50/css/estilo.min.css?v=1)
15:07:56	1486/1486	---M--	200	added ('OK')	image/png	etag:%22297d884bc40d21:0%22	http://static.emol.cl/emol50/img/movil/nacional.png	C:/Mis%20lugares%20Web/emol/static.emol.cl/emol50/img/movil/nacional.png	(from http://static.emol.cl/emol50/js/funcionesComun.js?v=7)
15:07:57	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:38%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/button.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/button.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:07:57	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:02%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/component.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/component.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:07:58	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:10%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/clickable-component.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/clickable-component.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:07:58	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:40%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/utils/events.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/utils/events.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:07:59	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:02%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/utils/fn.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/utils/fn.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:07:59	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:40%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/utils/log.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/utils/log.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:08:00	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:38%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/utils/dom.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/utils/dom.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:08:00	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:38%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/utils/guid.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/utils/guid.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:08:01	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:02%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/utils/to-title-case.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/utils/to-title-case.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:08:01	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:02%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/utils/merge-options.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/utils/merge-options.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:08:02	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:14%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/component.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/component.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:08:02	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:44%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/play-toggle.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/play-toggle.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:08:03	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:14%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/time-controls/current-time-display.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/time-controls/current-time-display.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:08:03	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:44%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/time-controls/duration-display.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/time-controls/duration-display.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:08:04	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:14%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/time-controls/time-divider.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/time-controls/time-divider.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
15:08:04	50779/50779	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Dec%202017%2018:07:14%20GMT	http://www.emol.com/noticias/Nacional/2017/12/03/885860/time-controls/remaining-time-display.js	C:/Mis%20lugares%20Web/emol/www.emol.com/noticias/Nacional/2017/12/03/885860/time-controls/remaining-time-display.html	(from http://static.emol.cl/emol50/js/video.js?v=1)
